product_id,product_name,category,stock_level,reorder_point,daily_sales_volume,unit_price
402,Brussels Sprouts,Food - Produce,11018,46360,8391,6946.47
403,Lemonade Mix,Food - Beverages,82208,15113,3874,5927.99
404,Herbed Couscous,Food - Grains,27551,13083,6118,3146.11
405,Greek Yogurt,Food - Dairy,5012,267,6571,1373.15
406,Summer Tank Dress,Clothing - Dresses,42226,3214,8198,4112.37
407,Paprika,Food - Spices,9550,48208,4022,2337.26
408,Comfortable Jogger Pants,Clothing - Bottoms,4228,15547,5032,8446.58
409,Tuna Fish (canned),Food - Canned Goods,19677,9606,9567,8834.33
410,Sketchbook,Art Supplies,84814,25741,4009,2715.64
411,Mango Sticky Rice Dessert,Food - Frozen Desserts,46554,35300,9886,2276.72
412,Fruit and Nut Energy Bites,Food - Snacks,5066,49028,8681,8175.48
413,Baby Monitor,Baby,96256,41786,5867,8276.66
414,Free-Range Eggs,Food - Dairy,80118,40417,8855,1070.67
415,Dark Chocolate Almond Butter Cups,Food - Snacks,15928,45465,4529,2584.31
416,Chilli Lime Corn on the Cob,Food - Vegetable,39586,27799,6895,6108.29
417,Leather Notebook Cover,Office,3484,28303,2922,4713.83
418,Rustic Italian Bread,Food - Bakery,35822,47606,6552,9461.41
419,Honey Roasted Peanuts,Food - Snacks,25709,38111,226,7487.01
420,Graphic Print Leggings,Clothing - Activewear,92515,43688,4496,4204.67
421,Glass Water Bottle,Fitness,84911,37411,1319,9765.35
422,Car Diagnostic Scanner,Automotive,26042,27505,51,5183.26
423,Chocolate Coconut Granola,Food - Cereals,63423,7399,1932,7585.66
424,Sweet Potatoes,Food - Produce,47537,16212,3342,7419.31
425,Pumpkin Spice Granola,Food - Breakfast,45890,45335,8221,1894.48
426,Maxi Wrap Dress,Clothing - Dresses,27765,45115,68,4354.23
427,Electric Nail File Kit,Beauty,41806,32054,9,7541.33
428,Incense Holder,Home,43868,31092,9001,1488.03
429,Stainless Steel Mixing Bowls,Kitchen,65046,25715,517,1160.42
430,Organic Lentil Soup,Food - Soups,39283,10547,6695,1837.95
431,Compressible Packing Cubes,Travel,5658,2637,5821,3534.43
432,Savory Breakfast Sausage,Food - Meats,21740,19988,3718,1096.43
433,Dark Chocolate Bars,Food - Snacks,8743,48125,1232,2960.45
434,Digital Wireless Meat Thermometer,Kitchen,20696,29515,1922,5260.62
435,Organic Almonds,Food - Nuts,85547,34546,172,1721.28
436,LED Makeup Mirror,Beauty,93180,39578,5302,3636.29
437,Sweet Potato Tots,Food - Frozen Foods,15760,6439,5079,622.44
438,Utility Cargo Pants,Clothing - Pants,7383,14815,4537,8603.76
439,Cocktail Shaker and Mixing Glass Set,Kitchen,20269,6273,6247,6941.87
440,Maxi Wrap Dress,Clothing - Dresses,64801,10916,3376,9644.43
441,Coconut Chia Seed Pudding,Food - Snacks,44551,7270,9225,5508.15
442,Basketball,Sports,56548,16265,3457,6417.37
443,Plant-Based Protein Bars,Health,89759,4071,3922,1668.98
444,Chia Seeds,Food - Grains,12394,10133,6786,6996.91
445,Cabbage,Food - Produce,23701,48166,6004,8063.18
446,Coconut Granola,Food - Snacks,93787,15507,9664,5345.37
447,Garden Hose,Garden,28697,13344,566,1543.86
448,Tennis Racket,Fitness,25372,13106,9397,6872.01
449,Pesto Pasta Sauce,Food - Sauces,78858,48296,3131,2428.11
450,Woven Storage Baskets,Home,39815,42432,7187,5232.92
451,Spicy Thai Chili Sauce,Food - Sauces,50661,6907,7926,4932.0
452,Mango Chunks,Food - Frozen Fruits,70261,6999,954,8473.05
453,Teriyaki Chicken Bowl,Food - Prepared Meals,8154,39777,9603,3235.46
454,Pumpkin Puree,Food - Canned Goods,32351,27178,9160,3958.12
455,Chino Shorts,Clothing - Bottoms,90280,46718,2806,6866.0
456,Peanut Butter Pretzel Bites,Food - Snacks,64411,10686,5910,7960.6
457,Cocktail Shaker Set,Kitchen,7789,13602,8278,6571.87
458,Mayonnaise,Food - Condiments,97410,24591,5758,678.09
459,Honeycrisp Apple Chips,Food - Snacks,30393,45840,5998,4104.91
460,Heart-Shaped Baking Molds,Kitchen,88311,7408,2496,1572.84
461,Portable Hammock Swing,Outdoor,7274,44556,8123,8146.33
462,Cable Knit Cardigan,Clothing - Outerwear,21666,42831,675,4057.85
463,Electric Toothbrush Holder,Health,97172,45538,4758,8788.52
464,Sweet Cherry Tomatoes,Food - Produce,51417,5555,5956,63.34
465,Kids' STEM Robotics Kit,Toys,10238,21539,9127,9942.8
466,Mango Salsa,Food - Condiments,72231,23670,629,1617.14
467,Coconut Milk Yogurt,Food - Dairy Alternatives,4328,26931,399,8878.71
468,Smoked Paprika Chicken Thighs,Food - Meat,41727,35480,7550,5383.88
469,Cinnamon Raisin Bagels,Food - Bakery,71247,19088,3733,8488.52
470,Breezy Off-The-Shoulder Top,Clothing - Tops,20753,33905,2430,7356.68
471,Overnight Duffle Bag,Travel,87777,18482,2852,2519.36
472,Cranberry Almond Granola,Food - Breakfast,59126,27911,747,7189.74
473,Non-Toxic Concrete Sealer,Home Improvement,73768,48460,5,4115.27
474,Sliced Avocado,Food - Produce,81406,19325,6699,203.67
475,LED Strip Lights Kit,Home,53500,48498,8241,132.32
476,Smartphone UV Sanitizer,Health,15362,20554,1414,7918.76
477,Rolling Cooler,Outdoor,29295,11299,6526,7359.25
478,Honeycrisp Apples,Food - Produce,68758,28849,1538,5960.29
479,Garlic Butter Sauce,Food - Condiments,58560,17717,3109,9908.01
480,Bamboo Memory Foam Pillow,Home,20676,26241,1983,7368.25
481,Wireless Gaming Headset,Gaming,89361,29757,7921,9250.68
482,Silicone Baking Mat Set,Kitchen,61861,10516,1092,5398.39
483,Lightweight Backpacking Tent,Outdoor,14864,44653,6400,6595.33
484,Desk Lamp with USB Port,Office,78796,13420,183,2245.64
485,Animal Paw Print Soap Dispenser,Home,70905,12735,7332,1278.03
486,Set of Silicone Cooking Utensils,Kitchen,7883,36984,4998,5231.88
487,Camera Lens Cleaning Kit,Photography,19284,40143,8097,5867.48
488,Fitness Tracker Band,Fitness,94494,29593,7315,9281.37
489,Home Office Chair,Furniture,96350,41812,9594,3181.39
490,Poppy Seed Dressing,Food - Condiments,37778,45112,100,42.98
491,Kids' Art Easel,Toys,64578,3170,9920,3839.61
492,Hair Dryer,Beauty,40940,24431,8273,4158.05
493,Thai Green Curry Paste,Food - Sauces,63763,28697,8306,9229.72
494,Multi-Port USB Hub,Electronics,25681,47773,7130,7535.68
495,Comfortable Jogger Pants,Clothing - Bottoms,51288,12058,9928,4497.83
496,Reusable Food Storage Bags,Kitchen,3899,40056,6679,640.54
497,Smart Home Hub,Smart Home,92822,13001,6004,7872.49
498,Bluetooth Sleep Headphones,Audio,29403,4648,6199,5568.12
499,Chicken Breasts,Food - Meat,67997,17926,8236,7477.46
500,Pumpkin Spice Coffee,Food - Beverages,11118,12146,2147,495.0
501,Baked Mac and Cheese,Food - Frozen Foods,12967,36056,1837,2146.67
502,Portable Hammock Swing,Outdoor,6428,48880,9650,8347.31
503,Maple Bacon Jerky,Food - Meat,98516,12774,7871,4723.71
504,Teriyaki Sauce,Food - Condiments,24429,9511,1200,8317.97
505,Customizable Wall Calendar,Office,49111,49490,1367,2126.29
506,Warm Wool Sweater,Clothing - Tops,20249,42056,494,1493.07
507,Pet Grooming Gloves,Pets,5199,32263,2502,2318.5
508,Spicy Hummus,Food - Deli,1519,42490,8748,2736.27
509,Portable Massage Table,Health,41214,18571,9025,3358.06
510,Organic Coconut Water,Food - Beverages,58461,47103,4275,984.6
511,Portable Solar Generator,Outdoor,39701,46646,3822,3889.0
512,Folding Pocket Knife,Tools,77060,37238,7785,6660.81
513,Lemon Lime Sparkling Water,Food - Beverages,30337,30899,7500,5204.22
514,Mushrooms,Food - Produce,17373,42511,4658,7721.27
515,Beef Taco Skillet,Food - Meal Kits,14334,7727,6377,7396.59
516,Cauliflower Rice Stir-Fry,Food - Frozen Foods,16931,45396,3244,8747.22
517,Mediterranean Couscous Salad,Food - Salads,82217,49463,907,5511.03
518,LED Desk Lamp with USB Charging,Office,77510,25890,9414,1794.29
519,Digital Food Scale,Kitchen,64881,27984,9400,2616.44
520,Over-the-Door Shoe Organizer,Home,29179,40301,9033,7833.83
521,Crispy Chickpeas,Food - Snacks,61460,38991,2323,6796.16
522,Dog Training Clicker,Pets,75994,44466,2842,6452.49
523,Trendy Bomber Jacket,Clothing - Outerwear,76863,11968,4807,4149.96
524,Chipotle Lime Salsa,Food - Condiments,16308,28488,3938,5894.36
525,Beef Chili,Food - Canned Goods,16645,16591,9841,8537.83
526,Ginger Tea,Food - Beverages,8826,36356,1787,3531.79
527,Honey Roasted Almonds,Food - Snacks,60322,19495,2087,1885.6
528,First Aid Kit,Health,30387,36829,1957,2932.88
529,Frozen Pizza,Food - Frozen Foods,52867,5038,723,5766.66
530,Pork Tenderloin,Food - Meat,35228,48457,8640,7786.6
531,Adjustable Yoga Mat Strap,Fitness,85182,22089,964,5771.88
532,Yoga Blocks,Fitness,80956,6366,6035,6609.32
533,Wooden Toy Train Set,Toys,93761,23728,7578,6250.44
534,Wireless Gaming Headset,Gaming,54582,12454,1303,7635.7
535,Sliced Ham,Food - Meat,53361,34362,5180,4114.78
536,Outdoor Picnic Blanket,Outdoor,33484,19773,6227,3024.09
537,Digital Drawing Tablet,Art Supplies,27291,32684,1646,6.81
538,Microfiber Cleaning Cloths,Home,35154,1932,9672,595.84
539,Adjustable Laptop Stand,Office,74062,42915,7750,5235.94
540,Electric Toothbrush,Health,64597,3469,1424,5050.11
541,Vegetable Broth,Food - Canned Goods,12141,28932,1862,1306.95
542,Chicken Breasts,Food - Meat,17108,46946,1985,2665.51
543,High-Speed HDMI Cable,Electronics,93855,21516,1608,7111.55
544,Kale & Quinoa Salad Mix,Food - Salads,27574,14614,4257,1667.31
545,Set of Decorative Storage Bins,Home,25375,27066,9599,9199.29
546,Garlic Butter Sauce,Food - Condiments,26718,13648,3721,1403.79
547,Car Escape Tool,Automotive,28811,8343,6544,4847.63
548,Lemon Herb Grilled Chicken,Food - Meat,25725,9794,5150,7902.12
549,Garden Tool Set with Carrying Bag,Garden,33423,47767,1323,7333.75
550,Corn Tortillas,Food - Bakery,2546,34220,4331,561.84
551,Nut Mix,Food - Snacks,59562,17010,6447,8861.11
552,Travel Organizer,Travel,21695,20261,1604,5297.6
553,Electric Kettle with Temperature Control,Kitchen,48366,22897,9352,7820.51
554,Balsamic Vinaigrette,Food - Dressings,38504,606,7505,97.8
555,Car Escape Tool,Automotive,21997,42532,2167,6791.59
556,Peanut Butter Granola,Food - Breakfast,51365,38001,757,1749.85
557,Smartphone Hand Grip,Accessories,29435,27316,5111,8096.37
558,Cabbage Slaw Mix,Food - Vegetables,93386,3587,254,9541.94
559,Flavored Instant Oatmeal,Food - Breakfast,14271,38393,5042,1556.73
560,Organic Apples,Food - Produce,8999,35566,806,2195.47
561,Pistachio Ice Cream,Food - Frozen Desserts,72089,33335,3669,8594.65
562,BBQ Jackfruit,Food - Prepared Foods,20909,13146,2991,7402.17
563,Scented Candle Set,Home,43897,31979,3942,2066.92
564,Wire Shelving Unit,Home,31581,9564,8053,3987.47
565,Sliced Cheese,Food - Dairy,44376,49679,7468,4833.41
566,Indian Curry Sauce,Food - Condiments,41119,36685,3245,6421.03
567,Organic Ramen Noodles,Food - Pasta,42466,12001,4447,9338.08
568,Dark Chocolate Raisins,Food - Snacks,43399,32775,234,8721.4
569,Sunglasses,Accessories,61200,5044,5583,5811.69
570,Classic Bagels,Food - Bakery,51375,5531,5265,7437.91
571,Fashionable Scarves Set,Clothing,32092,23588,5171,5636.48
572,Apple Juice,Food - Beverages,26722,23639,6278,4093.5
573,Chipotle Seasoning Blend,Food - Spices,31158,29472,6004,9597.93
574,Vegetarian Stir Fry Sauce,Food - Condiments,53774,13198,6976,9225.42
575,Portable Phone Mug Holder,Automotive,95498,44853,7920,5778.8
576,Artisan Cornbread Mix,Food - Baking,18552,13782,3681,6729.52
577,Non-Stick Grill Pan,Kitchen,94385,18427,2641,6362.87
578,Oven Thermometer,Kitchen,41682,6957,8414,8955.84
579,Outdoor Adventure Kit,Outdoor,65682,16801,128,5479.35
580,Honey mustard chicken tenders,Food - Meat,16656,2069,5079,260.45
581,Ginger Turmeric Tea,Food - Beverages,52290,42154,5841,2352.85
582,Heat-Resistant Silicone Mat,Kitchen,60498,44273,2645,2501.71
583,Freestanding Wine Rack,Home,82718,45873,9896,906.51
584,Dark Chocolate Tart,Food - Desserts,79527,34348,1837,5370.42
585,Oven-Baked Sweet Potato Fries,Food - Frozen Foods,59760,37270,2784,5849.12
586,Sporty Cap,Clothing - Accessories,97196,14083,7664,1045.36
587,Organic Tomato Ketchup,Food - Condiments,107,648,6345,2778.11
588,Deluxe First Aid Kit,Health,78043,6332,4591,1932.67
589,Portable UV Sterilizer,Health,38429,37890,337,8366.41
590,Sour Cream,Food - Dairy,99300,17512,4713,8182.48
591,Honey Wheat Pretzels,Food - Snacks,15217,11716,4022,8276.3
592,Portable Laptop Table,Office,28991,30102,174,8798.71
593,Adjustable Bar Stools,Furniture,21753,44790,5861,5687.77
594,Electric Razor,Health,44863,14758,7994,6853.85
595,Underwater Camera,Photography,74454,8281,7295,134.94
596,Chili Beans (canned),Food - Canned Goods,70437,17620,9963,6027.04
597,Children's Art Set,Toys,84124,25939,9124,3184.99
598,Travel Sewing Kit,Travel,27666,12198,196,4459.58
599,Spice Rack,Kitchen,5503,32508,9810,5816.13
600,Wild Rice & Quinoa Mix,Food - Grains,25464,22506,4660,918.65
601,Kids' Science Experiment Kit,Toys,2657,940,8514,789.39
602,Adjustable Laptop Stand,Office,3271,20643,2973,3373.33
603,Maple Almond Yogurt,Food - Dairy,76591,22356,2056,8815.93
604,Beach Cover-Up,Clothing - Swimwear,10879,20733,6253,6956.8
605,Organic Fruit Salad,Food - Produce,36363,43894,5268,2153.85
606,Fridge Magnet Set,Home,61837,1642,1971,8696.35
607,Chili Beans (canned),Food - Canned Goods,94781,2798,7260,679.1
608,Shower Curtain Hooks,Home,56832,30995,4672,4053.94
609,Honey Ginger Tea,Food - Beverages,95947,18729,1499,5417.07
610,Pet Grooming Gloves,Pets,64546,16380,6385,353.66
611,Wi-Fi Enabled Smart Light Switch,Smart Home,37230,6431,6288,5886.44
612,Deep Tissue Massage Gun,Health,15718,8093,9932,2409.21
613,Honey-Balsamic Vinaigrette,Food - Dressing,99462,21981,1205,3459.81
614,Sliced Turkey Breast,Food - Deli Meats,18337,28534,3367,6946.45
615,Eggs (dozen),Food - Dairy,27957,7344,1217,4465.14
616,Portable Charcoal Grill,Outdoor,46515,833,294,8924.21
617,Eco-Friendly Yoga Blocks,Fitness,42662,18218,2502,4663.72
618,Bamboo Bathtub Caddy,Home,28419,25975,6597,4286.53
619,Fishing Rod,Outdoor,96903,25097,2311,9410.81
620,Dried Apricots,Food - Dried Fruits,45419,3224,148,1511.74
621,Wireless HDMI Transmitter,Electronics,44821,37391,5863,2709.75
622,USB Flash Drive,Storage,78868,16255,6388,7866.99
623,Coconut Chips,Food - Snacks,76541,10463,8485,2376.65
624,Chipotle Sauce,Food - Condiments,21022,38654,9518,4273.12
625,Organic Coconut Flour,Food - Baking,46667,22848,2389,3315.47
626,Spinach Pizza Rolls,Food - Frozen Foods,74058,37361,548,1654.81
627,Bike Repair Tool Kit,Outdoor,15065,37479,6245,9202.96
628,Nature Explorer Lens Kit,Toys,39332,7252,5052,7344.6
629,Ankle Boots,Clothing - Footwear,69037,15438,430,6643.98
630,Electric Butter Churn,Kitchen,15630,19958,4229,9464.8
631,Foldable Yoga Mat Carry Bag,Fitness,31712,22338,8561,685.91
632,Solar String Lights,Outdoor,81326,26074,6282,9460.57
633,Plant-Based Cookbook,Books,44989,24991,1904,1258.22
634,Sriracha Hot Chili Sauce,Food - Condiments,13756,44201,5370,7687.32
635,Luxury Bathrobe,Clothing,99638,39011,1476,215.29
636,Rain Jacket,Clothing,78860,41173,9352,882.11
637,Salsa Verde,Food - Condiments,2667,48743,306,7767.98
638,Wall Calendar,Home,9555,33540,8200,4809.26
639,Ceramic Bakeware Set,Kitchen,96176,1868,9605,4298.19
640,Plant Pot Drip Trays,Garden,33577,20316,4679,7112.06
641,Outdoor Fire Pit,Outdoor,62211,14680,1046,7263.59
642,Roasted Garlic Butter,Food - Condiments,12400,49868,2581,1231.9
643,Chicken Sausage,Food - Meat,82108,28069,6122,7043.6
644,Key Finder,Accessories,35599,34686,5771,9084.69
645,Spicy Snack Mix,Food - Snacks,92076,18977,8917,9861.02
646,Portable Solar Camp Shower,Outdoor,44749,21907,2044,8405.51
647,Organic Blueberries,Food - Fruits,57292,35348,6239,3569.54
648,Cinnamon Roll Kit,Food - Baking,23800,38244,3541,8176.29
649,Athletic Sports Bra,Clothing - Activewear,6710,7962,2372,7612.27
650,Honey Roasted Almonds,Food - Snacks,81328,20400,3484,6579.25
651,Self-Inflating Camping Mattress,Outdoor,36637,37494,9298,4689.64
652,Almond Butter Crunch Bar,Food - Snacks,84068,14243,5831,9522.63
653,LED Camping Lantern with USB Charging,Outdoor,20862,6548,802,4803.89
654,Rain Jacket,Clothing,92650,40403,2254,7842.28
655,Fried Rice,Food - Frozen Foods,99748,27433,6330,8603.38
656,Honeycrisp Apple Chips,Food - Snacks,82032,21802,2539,2952.52
657,Kitchen Scale,Kitchen,30267,35026,2054,6125.19
658,Cinnamon Apple Sauce,Food - Canned Goods,57783,4220,3504,9291.75
659,Eco-Friendly Beeswax Wraps,Kitchen,60211,16291,4280,940.84
660,Children's Backpack,Accessories,26742,16156,9958,9449.99
661,Peach Fruit Cups,Food - Snacks,83561,3357,323,4455.89
662,Cabbage,Food - Produce,19846,48510,724,5014.39
663,Californian Raisins,Food - Dried Fruits,7752,13000,6257,7676.62
664,Pesto Genovese,Food - Condiments,59170,18636,2967,9473.09
665,Vegan Mayonnaise,Food - Condiments,11973,26443,7032,6335.56
666,DIY Candle Kit,Crafts,79974,38573,9826,2847.55
667,Puffer Winter Coat,Clothing - Outerwear,64110,22331,1867,3635.23
668,Bamboo Utensil Set,Kitchen,24633,17900,1603,78.85
669,Frozen Berry Blend,Food - Frozen Foods,1472,35514,8433,4175.93
670,Silicone Baking Cups,Kitchen,48863,6959,7620,9820.21
671,Frozen Edamame,Food - Frozen Foods,68597,29311,4455,2648.84
672,Portable Air Conditioner,Home Appliances,43646,14934,4210,3139.75
673,Natural Fruit Snacks,Food - Snacks,97502,32727,8892,3203.61
674,Aeropress Coffee Maker,Kitchen,83876,33915,3496,2588.09
675,Pet Bed with Removable Cover,Pets,85858,41247,6004,241.0
676,Cheesy Cauliflower Bake,Food - Frozen Vegetables,51164,18350,8156,8549.04
677,Rainbow Veggie Chips,Food - Snacks,95349,5242,6960,2078.97
678,Vegetable Quinoa Bowl,Food - Frozen Meals,93883,19475,7201,319.38
679,Portable Charcoal Grill,Outdoor,1161,32029,4465,4676.57
680,Linen Trousers,Clothing - Bottoms,11650,15867,8699,1304.85
681,Garlic & Herb Goat Cheese,Food - Dairy,36862,13317,7498,5341.16
682,Insulated Lunch Box,Kitchen,56534,49418,8672,2298.77
683,Pistachios,Food - Nuts,54269,22965,4679,2451.36
684,Organic Italian Seasoning,Food - Spices,30563,35167,7894,6405.51
685,Chili Lime Corn Chips,Food - Snacks,57363,30703,9567,614.46
686,Dark Chocolate Almond Butter Cups,Food - Snacks,89549,2155,1965,7517.74
687,Apple Juice,Food - Beverages,30684,31377,602,1244.57
688,Smartphone Photography Ring Light,Photography,57563,19169,3802,6850.55
689,Pet Grooming Scissors,Pets,85875,23218,1117,1344.49
690,Handcrafted Wooden Coasters,Home,17615,44816,56,1977.69
691,Peanut Butter Banana Smoothie,Food - Beverages,98199,40794,8479,3461.24
692,Kids' Building Blocks,Toys,43985,35507,7220,4722.1
693,Sous Vide Cooker,Kitchen,93777,18916,2753,6811.86
694,Lentil Vegetable Stew,Food - Canned Soups,90471,32190,8331,5968.47
695,Chickpea Flour,Food - Baking,7290,17123,1204,5039.63
696,Cushion Covers,Home,39823,3672,1181,6614.89
697,Chipotle Sauce,Food - Condiments,38799,26883,4150,9596.03
698,Pineapple Teriyaki Chicken Mix,Food - Meat,58089,39319,5830,8917.58
699,Whole Grain Hamburger Buns,Food - Bakery,8501,1653,9534,7315.44
700,Puff Pastry,Food - Bakery,56665,27405,6959,3596.68
701,Ramen Noodle Soup Cups,Food - Prepared Meals,36310,38777,9638,7517.22
702,Personalized Pet ID Tags,Pets,63633,33128,1492,6755.02
703,Rice Noodles,Food - Grains,99981,31842,3559,6128.73
704,Chipotle Black Bean Salad,Food - Salads,86850,12544,5020,7954.77
705,Home Office Chair,Furniture,2409,23756,3122,3390.01
706,Digital Meat Thermometer,Kitchen,82321,28225,8563,3479.09
707,Vanilla Almond Granola,Food - Breakfast,78936,33909,7814,9366.02
708,Nail Polish Set,Beauty,43370,27499,7895,5827.42
709,Fitness Tracker with Heart Rate Monitor,Fitness,80938,21496,3795,5051.14
710,Herb-Infused Olive Oil,Food - Oils,17783,27710,9463,5033.86
711,Oven Mitts,Kitchen,49174,39965,7120,7979.03
712,Multi-Purpose Marine Rope,Outdoor,59102,42130,1961,3661.43
713,Buffalo Wing Sauce,Food - Condiments,5623,4265,8442,2870.87
714,Habanero Hot Sauce,Food - Condiments,50762,18061,1806,2250.82
715,Portable Blender,Kitchen,5455,11355,2732,5421.68
716,Asian Noodle Salad Kit,Food - Salads,31413,49855,3832,8924.17
717,Apricot Jam,Food - Condiments,24729,11053,4998,4163.3
718,Chia Seeds,Food - Grains,34365,21226,3278,4920.63
719,Organic Green Tea,Food - Beverages,21293,9789,8072,8177.04
720,Nutritional Yeast,Food - Pantry,13287,17941,2588,5813.98
721,Coconut Rice,Food - Frozen,52506,31919,4447,4560.71
722,Coconut Macaroons,Food - Confectionery,41378,45043,4395,370.25
723,Tailored Blazer,Clothing - Outerwear,4294,26124,9169,5817.94
724,Honey Almond Granola Bars,Food - Snacks,46464,28291,4979,536.96
725,Digital Drawing Tablet,Art Supplies,83448,15542,4491,4686.17
726,Sourdough Bread,Food - Bakery,32908,12604,1731,7323.96
727,Mini Projector for Smartphones,Electronics,47723,2858,8477,2769.81
728,Home Brewing Starter Kit,Food,38148,46038,6319,2170.03
729,Organic Vanilla Bean Ice Cream,Food - Frozen Desserts,84800,7071,5097,2514.39
730,Smartphone Gimbal Stabilizer,Photography,55287,43461,6083,8436.55
731,Lemon Herb Grilled Chicken,Food - Meat,21005,26820,8218,311.77
732,Pumpkin Spice Coffee,Food - Beverages,22060,6015,2917,3681.44
733,Noise-Canceling Headphones,Audio,72210,44227,1510,4458.67
734,Energy Bites,Food - Snacks,49712,12559,3931,8787.06
735,Portable Massage Gun,Health,69086,24704,1809,1338.84
736,Pumpkin Spice Latte Mix,Food - Beverages,23605,36369,8198,5862.32
737,Cacao Powder,Food - Baking,69904,8170,5042,8924.76
738,Ramen Noodle Soup Cups,Food - Prepared Meals,33788,14458,4898,1619.09
739,Buffalo Cauliflower Wings,Food - Frozen Foods,43179,28178,3614,2788.31
740,Sea Salt Caramel Brownie,Food - Bakery,70625,44945,1927,4875.08
741,Maple Almond Butter,Food - Nut Butters,8942,33161,6687,6301.65
742,Coconut Curry Sauce,Food - Sauces,42545,44888,3537,4702.57
743,Sriracha Hot Chili Sauce,Food - Condiments,85603,28861,1752,3562.22
744,Green Tea Matcha Powder,Food - Beverages,69404,22318,8721,9227.48
745,Samsung Galaxy Smartwatch,Wearable Tech,81990,14399,2890,763.03
746,Customizable Wall Calendar,Office,74647,15828,2423,3904.57
747,Car Windshield Sun Shade,Automotive,45294,34718,755,9244.3
748,Smoked Paprika Chicken Thighs,Food - Meat,82851,1962,4285,3930.34
749,Silicone Wine Glasses,Outdoor,5494,46211,7825,8014.62
750,Nutritional Yeast,Food - Pantry,46936,39238,5307,9014.44
751,Sea Salt Caramel Popcorn,Food - Snacks,31444,8889,6439,7363.88
752,Basil Tomato Soup,Food - Canned Soups,29973,26109,9624,2314.84
753,Portable Laptop Table,Office,19698,14561,9742,5162.99
754,Ice Cube Tray with Lid,Kitchen,95548,20840,2530,6243.49
755,Wall-Mounted Organizer,Home,90899,21940,1742,3946.86
756,Egg Noodles,Food - Grains,71719,44962,1608,9843.23
757,Buffalo Sauce,Food - Condiments,84831,20344,2805,3748.81
758,Mini Air Purifier,Health,93358,20519,6867,2268.73
759,Set of Silicone Cooking Utensils,Kitchen,4879,33029,9970,300.67
760,Roasted Garlic Mashed Potatoes,Food - Frozen Foods,82638,39264,2646,9339.03
761,Camping Tent,Outdoor,42421,34699,5645,4526.05
762,Ground Turkey,Food - Meat,63878,4755,7447,4502.43
763,Mediterranean Flatbread,Food - Bakery,46076,18001,80,5363.54
764,Spicy Beef Taco Mix,Food - Condiments,50227,38127,3636,2389.35
765,Pet Reflective Vest,Pets,74982,17823,1358,4462.45
766,Pleated Midi Dress,Clothing - Dresses,98054,8098,8984,4618.48
767,Cotton Sweatpants,Clothing - Bottoms,93944,30798,991,4730.84
768,Dark Chocolate Almond Butter Cups,Food - Snacks,69278,10057,3070,8382.29
769,Almond Flour Brownies,Food - Baking,30696,31862,7349,1940.9
770,Desk Organizer Set,Office,82734,47261,7762,3756.4
771,Chickpea Snack Mix,Food - Snacks,97420,32792,1708,9605.62
772,Chickpeas,Food - Canned Goods,25117,42576,7481,7035.25
773,Samoas Cookie Mix,Food - Baking,16585,2846,8196,2533.59
774,Peanut Butter Pretzel Nuggets,Food - Snacks,14214,41256,961,299.12
775,Spicy Beef Taco Mix,Food - Condiments,14916,21323,4592,5205.04
776,Wireless Security Camera,Home,77877,33826,2296,9536.01
777,Vanilla Almond Granola,Food - Breakfast,11010,29396,8154,1076.89
778,Cereal Dispenser with Portion Control,Kitchen,28144,24174,9382,1698.11
779,Beef Stroganoff Meal Kit,Food - Frozen Meals,74640,34304,9545,5126.85
780,Electric Knife,Kitchen,81075,48714,6934,55.8
781,Home Office Chair,Furniture,48066,24054,883,3630.78
782,Hiking Gaiters,Outdoor,7797,36106,564,465.72
783,Smart Thermostat,Smart Home,1931,9499,1718,5100.16
784,Indoor Grill,Kitchen,84230,47278,5732,8497.38
785,Digital Wireless Camera,Home Security,52568,18112,6253,5611.12
786,Inflatable Pool Float,Outdoor,2183,16769,8864,48.17
787,Pumpkin Pancake Mix,Food - Breakfast,21857,47357,9732,3062.7
788,Asian Stir-Fry Kit,Food - Frozen Meals,15356,19454,930,9630.23
789,Buffalo Sauce,Food - Condiments,29367,20682,9825,6463.08
790,Coconut Chia Seed Pudding,Food - Snacks,37667,255,1820,2278.42
791,Feta Cheese Crumbles,Food - Dairy,29446,3333,1619,6754.49
792,Collapsible Pet Dog Bowl,Pets,28133,11710,2052,9584.08
793,Oven-Baked Parmesan Zucchini,Food - Frozen Vegetables,60815,48050,5681,940.82
794,Mini Indoor Herb Garden Kit,Garden,35752,32776,5637,4156.91
795,Luminous Night Light,Home,64431,5569,3836,745.15
796,Dark Chocolate Covered Almonds,Food - Snacks,36347,3256,4544,6076.95
797,Handcrafted Wooden Coasters,Home,49856,9084,3811,6706.05
798,Veggie Lovers Pizza,Food - Frozen Foods,81832,43384,4984,1526.71
799,Legging Pants,Clothing - Activewear,82844,36492,7737,9043.41
800,Chili Lime Seasoning,Food - Spices,2868,32831,7473,6913.21
801,Mediterranean Chickpea Bowl,Food - Prepared Foods,9415,37804,4477,1320.92
802,Pocket Blanket,Outdoor,10355,43705,5622,9852.82
803,Whisk Set,Kitchen,64764,26738,236,8086.91
804,Egg Noodles,Food - Grains,31200,32824,8881,4440.35
805,Quality Chef Apron,Kitchen,37051,42421,7017,5028.49
806,Cat Tree with Scratching Posts,Pets,47926,15261,5392,485.58
